model,story_id,user_story,plantuml
azure/gpt-4.1,154,"As a chef, I want to update the allergy warnings of menu items.","@startuml
actor Chef
database MenuDatabase

Chef -> MenuDatabase: Request to update allergy warnings for menu item
MenuDatabase --> Chef: Provide current allergy warnings

Chef -> MenuDatabase: Submit updated allergy warnings
MenuDatabase --> Chef: Confirm update of allergy warnings

@enduml"
azure/gpt-4.1,156,"As an employee, I want to change orders of a table.","@startuml
employee->System:change table orders
@enduml"
azure/gpt-4.1,158,"As a library manager, I want to know which books are borrowed most so that I can bring the further copies of the books.","@startuml
actor LibraryManager
database LibraryDatabase
participant ReportGenerator

LibraryManager -> ReportGenerator: Request most borrowed books report
ReportGenerator -> LibraryDatabase: Query borrowing records
LibraryDatabase --> ReportGenerator: Return borrowing data
ReportGenerator -> ReportGenerator: Analyze and identify most borrowed books
ReportGenerator --> LibraryManager: Provide report of most borrowed books
@enduml"
azure/gpt-4.1,160,"As a librarian, I want to edit suggestion list.","```plantuml
@startuml
actor Librarian
database SuggestionDatabase
participant SuggestionEditor

Librarian -> SuggestionEditor: Open suggestion list for editing
SuggestionEditor -> SuggestionDatabase: Retrieve current suggestion list
SuggestionDatabase --> SuggestionEditor: Provide suggestion list

Librarian -> SuggestionEditor: Edit suggestions (add, remove, or modify items)
SuggestionEditor -> SuggestionDatabase: Update suggestion list
SuggestionDatabase --> SuggestionEditor: Confirm update

SuggestionEditor --> Librarian: Display updated suggestion list

@enduml
```"
azure/gpt-4.1,162,"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.","```plantuml
@startuml
faculty_member->System:control item sorting in collection contents
System-->faculty_member:adjust sorting preferences
@enduml
```"
azure/gpt-4.1,166,"As a restaurant manager, I want to see weekly reports.","```plantuml
@startuml
restaurant_manager -> System: view weekly reports
@enduml
```"
azure/gpt-4.1,168,"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.","```plantuml
@startuml
actor User
participant NeuroHub
participant CalendarAPI as ""Web-Based Calendar API""

User -> NeuroHub: Create an event
activate NeuroHub

NeuroHub -> CalendarAPI: Send event details for synchronization
activate CalendarAPI

CalendarAPI --> NeuroHub: Confirm event synchronization
deactivate CalendarAPI

NeuroHub --> User: Notify event synced with web-based calendar
deactivate NeuroHub

@enduml
```"
azure/gpt-4.1,170,"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.","@startuml
actor TeamMember
participant SprintPlanner
participant VisualDesigner
database TaskBoard

TeamMember -> SprintPlanner: Request visual design tasks for this sprint

SprintPlanner -> VisualDesigner: Query potential visual design tasks
VisualDesigner --> SprintPlanner: Provide list of visual design tasks

SprintPlanner -> TaskBoard: Retrieve current sprint tasks
TaskBoard --> SprintPlanner: Return sprint task list

SprintPlanner -> TeamMember: Present visual design tasks for planning
@enduml"
azure/gpt-4.1,173,"As an employee, I want to add a new information about myself to the my employee data","@startuml
actor Employee
participant EmployeePortal
database EmployeeDatabase

Employee -> EmployeePortal: Submit new personal information
EmployeePortal -> EmployeeDatabase: Update employee data with new information
EmployeeDatabase --> EmployeePortal: Confirm data update
EmployeePortal --> Employee: Show confirmation of update

@enduml"
azure/gpt-4.1,175,"As a customer, I want to see the availability of books.","@startuml
actor Customer
database BookDatabase
participant BookCatalog

Customer -> BookCatalog: Request book availability
BookCatalog -> BookDatabase: Query book availability data
BookDatabase --> BookCatalog: Return book availability details
BookCatalog --> Customer: Display available books

activate Customer
deactivate Customer

@enduml"
azure/gpt-4.1,177,"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.","@startuml
user->System:error occurs
System->ErrorPage:display friendly error message
@enduml"
azure/gpt-4.1,179,"As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.","@startuml
actor Manager
participant TaskSystem
participant Worker

Manager -> TaskSystem: Create a new task
TaskSystem --> Manager: Confirm creation of task

Manager -> TaskSystem: Monitor tasks
TaskSystem --> Manager: Display current task status

Manager -> TaskSystem: Delegate task to Worker
TaskSystem -> Worker: Notify new delegated task
Worker --> TaskSystem: Acknowledge receipt of task
TaskSystem --> Manager: Confirm task delegation

@enduml"
azure/gpt-4.1,181,"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.","@startuml
actor DBIRAdministrator
database ReportsDatabase
participant ReportManager

DBIRAdministrator -> ReportManager: Request list of subscribers for specified report
ReportManager -> ReportsDatabase: Fetch subscribers for report
ReportsDatabase --> ReportManager: Return subscribers list
ReportManager --> DBIRAdministrator: Display subscribers list

activate DBIRAdministrator
deactivate DBIRAdministrator

@enduml"
azure/gpt-4.1,183,"As a staff, I want to add books with unique id.","@startuml
actor Staff
participant BookManager
database BookDatabase

Staff -> BookManager: Add book with details
BookManager -> BookDatabase: Check if unique id exists
BookDatabase --> BookManager: Unique id available/not available
alt Unique id available
    BookManager -> BookDatabase: Insert new book record
    BookDatabase --> BookManager: Confirm addition
    BookManager --> Staff: Book added successfully
else Unique id not available
    BookManager --> Staff: Error: id already exists
end
@enduml"
azure/gpt-4.1,187,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.","@startuml
archivist->System:request user_download_history
System->User:retrieve download_history
System->archivist:show download_history
@enduml"
azure/gpt-4.1,189,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.","@startuml
user -> System: take picture or upload image
System -> ImageAnalyzer: analyze image
ImageAnalyzer -> VideoRecommender: find related videos
VideoRecommender -> System: return recommended videos
System -> user: display recommended videos
@enduml"
azure/gpt-4.1-mini,2,"As a cook, I want to keep track of store orders so that I can schedule orders.","```plantuml
@startuml
actor Cook
database StoreOrderDatabase
participant OrderScheduler

Cook -> StoreOrderDatabase: Retrieve store orders
StoreOrderDatabase --> Cook: Return store orders

Cook -> OrderScheduler: Schedule orders based on store orders
OrderScheduler --> Cook: Confirm order scheduling

@enduml
```"
azure/gpt-4.1-mini,4,"As an OlderPerson, I want to use ALFRED to control the heating.","```plantuml
@startuml
actor OlderPerson
actor ALFRED
database HeatingSystem

OlderPerson -> ALFRED: Heating Control Request
ALFRED -> ALFRED: Process Heating Request
ALFRED -> HeatingSystem: Adjust Heating
HeatingSystem --> ALFRED: Confirmation
ALFRED --> OlderPerson: Heating Adjusted Confirmation
@enduml
```"
azure/gpt-4.1-mini,6,"As an employee, I want to see all store orders.","```plantuml
@startuml
employee->System: see all store orders
@enduml
```"
azure/gpt-4.1-mini,8,"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in.","```plantuml
@startuml
DataConsumingUser->System:search datasets by title and metadata
System->DatasetRepository:query datasets(title, metadata)
DatasetRepository-->System:matching datasets
System-->DataConsumingUser:search results
@enduml
```"
azure/gpt-4.1-mini,10,"As a library member, I want to locate related books and see the shelf number in the library by using unique information to speed up the searching process.","```plantuml
@startuml
actor LibraryMember
participant SearchService
database LibraryDatabase
participant ShelfLocator

LibraryMember -> SearchService: Search books using unique information
SearchService --> LibraryDatabase: Query related books
LibraryDatabase --> SearchService: Return related books
SearchService -> ShelfLocator: Get shelf numbers for related books
ShelfLocator --> LibraryDatabase: Retrieve shelf numbers
LibraryDatabase --> ShelfLocator: Provide shelf numbers
ShelfLocator --> SearchService: Send shelf numbers
SearchService --> LibraryMember: Display related books with shelf numbers
@enduml
```"
