model,prompt_id,story_id,user_story,plantuml
llama3.1:8b,1,60,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.","```plantuml
@startuml
participant Researcher as ""You""
participant InstitutionalRepository
participant CrisSystem
participant ProjectManager

Researcher->InstitutionalRepository: Record publication in institutional repository with DMP record
alt CRIS used instead of Institutional Repository
  Researcher->CrisSystem: Record publication in CRIS system with DMP record
else
  InstitutionalRepository-->ProjectManager: Notify project manager of new publication
  ProjectManager-->Researcher: Receive notification and update project status
end

note right of Researcher
Generate report on research output resulting from the project
end note
@enduml
```"
llama3.1:8b,1,61,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.","```plantuml
@startuml
participant Attendee
participant SummitOrganizer
participant NavigationSystem

Attendee->SummitOrganizer: Request directions to summit venue
activate SummitOrganizer
SummitOrganizer->NavigationSystem: Get detailed directions
activate NavigationSystem
NavigationSystem->>Attendee: Provide directions to attendee via email or app
deactivate NavigationSystem
deactivate SummitOrganizer
Attendee->Attendee: Review and print or save directions for reference
@enduml
```"
llama3.1:8b,1,62,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.","```plantuml
@startuml
participant Attendee
participant MapService
participant VenueInfo

Attendee->MapService: Get directions to summit venue
activate MapService
MapService->VenueInfo: Retrieve venue information
deactivate MapService
alt Has address and coordinates for venue
  VenueInfo->MapService: Return detailed directions
  deactivate VenueInfo
else Does not have address and coordinates for venue
  VenueInfo->MapService: Return error message
  deactivate VenueInfo
end

MapService->Attendee: Send directions to attendee
deactivate MapService

 Attendee-->VenueInfo: Display venue information
@enduml
```

This PlantUML code represents the sequence of actions taken by an attendee and the involved systems (Map Service, Venue Info) when requesting detailed directions to the summit venue. The `alt` block is used to model the conditional behavior based on whether the venue has address and coordinates or not."
llama3.1:8b,1,63,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.","```plantuml
@startuml
participant Sponsor as ""You""
participant System

Sponsor->System: Post Job
System->>JobDatabase: Save Job in Database
alt Job not posted before
    System->>JobDatabase: Create New Job Entry
else 
    System->>JobDatabase: Update Existing Job Entry
end
System->>Sponsor: Return Job ID and status
Sponsor->>System: Confirm Job posting was successful
@enduml
```"
llama3.1:8b,1,64,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.","```
@startuml
participant Sponsor as ""You""
participant API as ""Job Posting API""

Sponsor->>API: Post Job
API-->Sponsor: Job created successfully
@enduml
```"
llama3.1:8b,1,65,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.","```plantuml
@startuml
participant Moderator
participant GameAPI

Moderator->>GameAPI: Get Transcript
activate GameAPI
GameAPI->>Database: Retrieve Game Data
activate Database
Database->>GameAPI: Return Game Data
deactivate Database
GameAPI->>Moderator: Return Transcript as CSV
deactivate GameAPI
@enduml
```"
llama3.1:8b,1,66,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.","```plantuml
@startsequence
participant Moderator
participant GameServer

Moderator->GameServer: Request transcript export
GameServer->>Moderator: Return CSV data
@endsequence
```"
llama3.1:8b,1,67,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.","```plantuml
@startuml
participant Archivist
participant System

Archivist->System: Link publication to citation
System->>Archivist: Verify user credentials
note right: Ensure access control and authentication
end note
System->>Archivist: Confirm link created
note right: Update database with new link
end note
Archivist->>System: Request share with other researchers
System->>Archivist: Share publication with specified users
note right: Send notification to shared users
end note
@enduml
```

This sequence diagram represents the steps an archivist takes to link publications to citations and share them with other researchers. The `participant` keywords indicate the entities involved in the interaction, and the arrows show the flow of control between them."
llama3.1:8b,1,68,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.","```plantuml
@startuml
participant Archivist as ""A""
participant Database as ""DB""

note right: Electronic version of publication
A->>DB: Add citation to database
alt Publication not found in database
  A->>DB: Create new publication entry
else
  DB-->A: Return existing publication ID
end

note left: Link electronic version to citation
A->>DB: Update citation with publication link
DB-->A: Confirmation of successful update
@enduml
```"
llama3.1:8b,1,69,"As a repoadmin, I want to have Symplectic Elements to communicate","```
@startuml
participant Repoadmin
participant SymplecticElements

note over Repoadmin,SymplecticElements: Communication established
Repoadmin->>SymplecticElements: Request communication
activate SymplecticElements
SymplecticElements->>Repoadmin: Confirm communication
deactivate SymplecticElements
@enduml
```"
llama3.1:8b,1,70,"As a repoadmin, I want to have Symplectic Elements to communicate","```plantuml
@startuml
participant Repoadmin
participant SymplecticElements
Repoadmin->>SymplecticElements: Communicate
@enduml
```

This will generate a simple sequence diagram showing the repoadmin communicating with Symplectic Elements."
llama3.1:8b,1,71,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.","```plantuml
@startuml
participant DMP as ""Data Management Plan""
participant Researcher as ""Researcher""
participant InstitutionalSystem as ""Institutional System""

DMP ->> Researcher: Request data prepopulation
alt Data already exists in institutional system
    Researcher --> InstitutionalSystem: Send request for existing data
    InstitutionalSystem --> Researcher: Return data to researcher
    Researcher --> DMP: Populate DMP with returned data
else No existing data found
    end
DMP --> DMP: Prepopulate data from previous systems

@enduml
```

This PlantUML code defines a sequence diagram that shows how the Data Management Plan (DMP) can prepopulate information based on data already entered in other institutional systems."
llama3.1:8b,1,72,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.","```plantuml
@startuml
participant ""Researcher"" as R
participant ""Institutional System"" as IS
participant ""DMP System"" as DPS

R ->> IS: Login to Institutional System
IS -->> R: Prompt for information
R ->> IS: Enter information in Institutional System
IS --> IS: Store entered information in database
alt Prepopulate info enabled
  IS --> DPS: Send prepopulated information
  note right: Only send if information is up-to-date
  DPS --> DPS: Populate DMP with sent information
else Info not available or error
  R --> R: Display error message
end

R ->> DPS: Login to DMP System
DPS --> R: Prompt for DMP creation
R ->> DPS: Enter additional required information in DMP
alt Prepopulate info received
  note right: No extra action needed
else Info not available or error
  R --> R: Display error message
end

R --> IS: Logout from Institutional System
R --> DPS: Save and finalize DMP in DPS
@enduml
```"
